Place_Name,Total_covid_count,State
katni district,1313363,madhya-pradesh
dindori district,507945,madhya-pradesh
shivpuri district,1338636,madhya-pradesh
gwalior district,6115831,madhya-pradesh
anuppur district,968828,madhya-pradesh
agar malwa district,687422,madhya-pradesh
ashoknagar district,668278,madhya-pradesh
sagar district,2882971,madhya-pradesh
niwari district,263987,madhya-pradesh
rewa district,3045335,madhya-pradesh
shajapur district,1557727,madhya-pradesh
ujjain district,4280284,madhya-pradesh
bhind district,1375781,madhya-pradesh
tikamgarh district,689996,madhya-pradesh
seoni district,1518741,madhya-pradesh
harda district,745011,madhya-pradesh
burhanpur district,835693,madhya-pradesh
damoh district,795381,madhya-pradesh
bhopal district,38492334,madhya-pradesh
jhabua district,526191,madhya-pradesh
dhar district,3833814,madhya-pradesh
guna district,1650908,madhya-pradesh
east nimar district,1569591,madhya-pradesh
chhindwara district,3170211,madhya-pradesh
umaria district,610841,madhya-pradesh
mandla district,834886,madhya-pradesh
indore district,25715586,madhya-pradesh
shahdol district,1463780,madhya-pradesh
ratlam district,2168894,madhya-pradesh
panna district,643236,madhya-pradesh
chhatarpur district,1286133,madhya-pradesh
morena district,1642617,madhya-pradesh
alirajpur district,228504,madhya-pradesh
sehore district,3804912,madhya-pradesh
rajgarh district,2591177,madhya-pradesh
khargone district,2478158,madhya-pradesh
satna district,2437515,madhya-pradesh
narsinghpur district,1563580,madhya-pradesh
jabalpur district,6508756,madhya-pradesh
hoshangabad district,2149209,madhya-pradesh
vidisha district,2319909,madhya-pradesh
balaghat district,2315936,madhya-pradesh
singrauli district,2282715,madhya-pradesh
betul district,2398625,madhya-pradesh
sidhi district,1032630,madhya-pradesh
datia district,635398,madhya-pradesh
dewas district,3992803,madhya-pradesh
sheopur district,441474,madhya-pradesh
neemuch district,1242613,madhya-pradesh
raisen district,2579640,madhya-pradesh
mandsaur district,1919705,madhya-pradesh
barwani district,1067563,madhya-pradesh
katni district,1402614,madhya-pradesh
dindori district,490349,madhya-pradesh
shivpuri district,1542033,madhya-pradesh
gwalior district,7162483,madhya-pradesh
anuppur district,1029032,madhya-pradesh
agar malwa district,811955,madhya-pradesh
ashoknagar district,744766,madhya-pradesh
sagar district,3149917,madhya-pradesh
niwari district,260101,madhya-pradesh
rewa district,2905406,madhya-pradesh
shajapur district,1726969,madhya-pradesh
ujjain district,4926814,madhya-pradesh
bhind district,1375999,madhya-pradesh
tikamgarh district,709159,madhya-pradesh
seoni district,1598317,madhya-pradesh
harda district,783753,madhya-pradesh
burhanpur district,901398,madhya-pradesh
damoh district,823880,madhya-pradesh
bhopal district,67309234,madhya-pradesh
jhabua district,597586,madhya-pradesh
dhar district,4368739,madhya-pradesh
guna district,1882964,madhya-pradesh
east nimar district,1695991,madhya-pradesh
chhindwara district,3281453,madhya-pradesh
umaria district,634168,madhya-pradesh
mandla district,858851,madhya-pradesh
indore district,37457244,madhya-pradesh
shahdol district,1585789,madhya-pradesh
ratlam district,2401427,madhya-pradesh
panna district,633224,madhya-pradesh
chhatarpur district,1313444,madhya-pradesh
morena district,2232701,madhya-pradesh
alirajpur district,337155,madhya-pradesh
sehore district,4199604,madhya-pradesh
rajgarh district,3307789,madhya-pradesh
khargone district,3055934,madhya-pradesh
satna district,3121411,madhya-pradesh
narsinghpur district,1855069,madhya-pradesh
jabalpur district,6808088,madhya-pradesh
hoshangabad district,2539274,madhya-pradesh
vidisha district,2818313,madhya-pradesh
balaghat district,2827665,madhya-pradesh
singrauli district,2696777,madhya-pradesh
betul district,2817683,madhya-pradesh
sidhi district,1411602,madhya-pradesh
datia district,827843,madhya-pradesh
dewas district,4430778,madhya-pradesh
sheopur district,584509,madhya-pradesh
neemuch district,1431573,madhya-pradesh
raisen district,2995052,madhya-pradesh
mandsaur district,2219684,madhya-pradesh
barwani district,1345781,madhya-pradesh
katni district,1723310,madhya-pradesh
dindori district,608674,madhya-pradesh
shivpuri district,1989814,madhya-pradesh
gwalior district,7475892,madhya-pradesh
anuppur district,1244262,madhya-pradesh
agar malwa district,973164,madhya-pradesh
ashoknagar district,1025526,madhya-pradesh
sagar district,3641764,madhya-pradesh
niwari district,334508,madhya-pradesh
rewa district,3692722,madhya-pradesh
shajapur district,2078924,madhya-pradesh
ujjain district,4879699,madhya-pradesh
bhind district,1929431,madhya-pradesh
tikamgarh district,978223,madhya-pradesh
seoni district,1926324,madhya-pradesh
harda district,1022389,madhya-pradesh
burhanpur district,1145247,madhya-pradesh
damoh district,1088303,madhya-pradesh
bhopal district,74643630,madhya-pradesh
jhabua district,771669,madhya-pradesh
dhar district,5029916,madhya-pradesh
guna district,2290014,madhya-pradesh
east nimar district,2100816,madhya-pradesh
chhindwara district,3787673,madhya-pradesh
umaria district,824921,madhya-pradesh
mandla district,1048839,madhya-pradesh
indore district,34159162,madhya-pradesh
shahdol district,1858973,madhya-pradesh
ratlam district,2599381,madhya-pradesh
panna district,870375,madhya-pradesh
chhatarpur district,1706850,madhya-pradesh
morena district,2663845,madhya-pradesh
alirajpur district,405281,madhya-pradesh
sehore district,5466240,madhya-pradesh
rajgarh district,4362607,madhya-pradesh
khargone district,4080827,madhya-pradesh
satna district,3863963,madhya-pradesh
narsinghpur district,2306626,madhya-pradesh
jabalpur district,9691966,madhya-pradesh
hoshangabad district,3357514,madhya-pradesh
vidisha district,3335770,madhya-pradesh
balaghat district,3613826,madhya-pradesh
singrauli district,3618155,madhya-pradesh
betul district,3654633,madhya-pradesh
sidhi district,1699469,madhya-pradesh
datia district,1020487,madhya-pradesh
dewas district,6092595,madhya-pradesh
sheopur district,653005,madhya-pradesh
neemuch district,2073895,madhya-pradesh
raisen district,3839223,madhya-pradesh
mandsaur district,3144346,madhya-pradesh
barwani district,1902146,madhya-pradesh
katni district,2297587,madhya-pradesh
dindori district,732555,madhya-pradesh
shivpuri district,2526203,madhya-pradesh
gwalior district,10677148,madhya-pradesh
anuppur district,1546491,madhya-pradesh
agar malwa district,1319027,madhya-pradesh
ashoknagar district,1292875,madhya-pradesh
sagar district,4691027,madhya-pradesh
niwari district,415505,madhya-pradesh
rewa district,4556210,madhya-pradesh
shajapur district,2725153,madhya-pradesh
ujjain district,7652620,madhya-pradesh
bhind district,2080070,madhya-pradesh
tikamgarh district,1201562,madhya-pradesh
seoni district,2537797,madhya-pradesh
harda district,1238849,madhya-pradesh
burhanpur district,1523550,madhya-pradesh
damoh district,1339223,madhya-pradesh
bhopal district,103403998,madhya-pradesh
jhabua district,1098652,madhya-pradesh
dhar district,7010257,madhya-pradesh
guna district,3046536,madhya-pradesh
east nimar district,2804269,madhya-pradesh
chhindwara district,5106996,madhya-pradesh
umaria district,1019837,madhya-pradesh
mandla district,1316351,madhya-pradesh
indore district,55970712,madhya-pradesh
shahdol district,2503362,madhya-pradesh
ratlam district,3779757,madhya-pradesh
panna district,1024773,madhya-pradesh
chhatarpur district,2157963,madhya-pradesh
morena district,3585380,madhya-pradesh
alirajpur district,538522,madhya-pradesh
sehore district,6733399,madhya-pradesh
rajgarh district,5626439,madhya-pradesh
khargone district,5088590,madhya-pradesh
satna district,5204603,madhya-pradesh
narsinghpur district,2973597,madhya-pradesh
jabalpur district,12476449,madhya-pradesh
hoshangabad district,4325760,madhya-pradesh
vidisha district,4079220,madhya-pradesh
balaghat district,4764095,madhya-pradesh
singrauli district,4737504,madhya-pradesh
betul district,4610618,madhya-pradesh
sidhi district,2313095,madhya-pradesh
datia district,1346093,madhya-pradesh
dewas district,7659615,madhya-pradesh
sheopur district,936805,madhya-pradesh
neemuch district,2627248,madhya-pradesh
raisen district,4924261,madhya-pradesh
mandsaur district,4090431,madhya-pradesh
barwani district,2495299,madhya-pradesh
katni district,2986585,madhya-pradesh
dindori district,963996,madhya-pradesh
shivpuri district,3613567,madhya-pradesh
gwalior district,13721879,madhya-pradesh
anuppur district,1976049,madhya-pradesh
agar malwa district,1743826,madhya-pradesh
ashoknagar district,1904746,madhya-pradesh
sagar district,6030013,madhya-pradesh
niwari district,575126,madhya-pradesh
rewa district,6195961,madhya-pradesh
shajapur district,3399603,madhya-pradesh
ujjain district,9436286,madhya-pradesh
bhind district,2791109,madhya-pradesh
tikamgarh district,1642235,madhya-pradesh
seoni district,3363427,madhya-pradesh
harda district,1580357,madhya-pradesh
burhanpur district,1978706,madhya-pradesh
damoh district,1739709,madhya-pradesh
bhopal district,134176541,madhya-pradesh
jhabua district,1397183,madhya-pradesh
dhar district,8770665,madhya-pradesh
guna district,4200430,madhya-pradesh
east nimar district,3570045,madhya-pradesh
chhindwara district,6522234,madhya-pradesh
umaria district,1309452,madhya-pradesh
mandla district,1725231,madhya-pradesh
indore district,73486993,madhya-pradesh
shahdol district,3279007,madhya-pradesh
ratlam district,4743942,madhya-pradesh
panna district,1348289,madhya-pradesh
chhatarpur district,2997869,madhya-pradesh
morena district,4279893,madhya-pradesh
alirajpur district,623826,madhya-pradesh
sehore district,7782311,madhya-pradesh
rajgarh district,6852793,madhya-pradesh
khargone district,5882191,madhya-pradesh
satna district,5959975,madhya-pradesh
narsinghpur district,3450508,madhya-pradesh
jabalpur district,14198131,madhya-pradesh
hoshangabad district,4978689,madhya-pradesh
vidisha district,5048959,madhya-pradesh
balaghat district,5418739,madhya-pradesh
singrauli district,5324750,madhya-pradesh
betul district,5242599,madhya-pradesh
sidhi district,2630276,madhya-pradesh
datia district,1623377,madhya-pradesh
dewas district,8873232,madhya-pradesh
sheopur district,1111291,madhya-pradesh
neemuch district,3135245,madhya-pradesh
raisen district,5782830,madhya-pradesh
mandsaur district,5084917,madhya-pradesh
barwani district,2942467,madhya-pradesh
katni district,3425402,madhya-pradesh
dindori district,1108997,madhya-pradesh
shivpuri district,4407500,madhya-pradesh
gwalior district,15549106,madhya-pradesh
anuppur district,2263667,madhya-pradesh
agar malwa district,2241646,madhya-pradesh
ashoknagar district,2386761,madhya-pradesh
sagar district,7000254,madhya-pradesh
niwari district,698302,madhya-pradesh
rewa district,6925395,madhya-pradesh
shajapur district,4089624,madhya-pradesh
ujjain district,11174270,madhya-pradesh
bhind district,3191338,madhya-pradesh
tikamgarh district,2146517,madhya-pradesh
seoni district,4010669,madhya-pradesh
harda district,1854570,madhya-pradesh
burhanpur district,2342461,madhya-pradesh
damoh district,2115948,madhya-pradesh
bhopal district,159892411,madhya-pradesh
jhabua district,1628225,madhya-pradesh
dhar district,10117283,madhya-pradesh
guna district,5024607,madhya-pradesh
east nimar district,4170972,madhya-pradesh
chhindwara district,7709009,madhya-pradesh
umaria district,1518582,madhya-pradesh
mandla district,1993473,madhya-pradesh
indore district,82698834,madhya-pradesh
shahdol district,3800096,madhya-pradesh
ratlam district,5644515,madhya-pradesh
panna district,1607145,madhya-pradesh
chhatarpur district,3738480,madhya-pradesh
morena district,5052395,madhya-pradesh
alirajpur district,741722,madhya-pradesh
sehore district,8725327,madhya-pradesh
rajgarh district,7515718,madhya-pradesh
khargone district,6825601,madhya-pradesh
satna district,7167622,madhya-pradesh
narsinghpur district,3861381,madhya-pradesh
jabalpur district,16889784,madhya-pradesh
hoshangabad district,5702721,madhya-pradesh
vidisha district,5835020,madhya-pradesh
balaghat district,6274811,madhya-pradesh
singrauli district,6061648,madhya-pradesh
betul district,6083125,madhya-pradesh
sidhi district,3138313,madhya-pradesh
datia district,1907668,madhya-pradesh
dewas district,9969749,madhya-pradesh
sheopur district,1267204,madhya-pradesh
neemuch district,3622753,madhya-pradesh
raisen district,6595826,madhya-pradesh
mandsaur district,5907841,madhya-pradesh
barwani district,3403189,madhya-pradesh
katni district,3980447,madhya-pradesh
dindori district,1331068,madhya-pradesh
shivpuri district,4705328,madhya-pradesh
gwalior district,18027874,madhya-pradesh
anuppur district,2527025,madhya-pradesh
agar malwa district,2583387,madhya-pradesh
ashoknagar district,2397073,madhya-pradesh
sagar district,8012024,madhya-pradesh
niwari district,831753,madhya-pradesh
rewa district,8417985,madhya-pradesh
shajapur district,4545672,madhya-pradesh
ujjain district,12860422,madhya-pradesh
bhind district,3840035,madhya-pradesh
tikamgarh district,2479819,madhya-pradesh
seoni district,4641445,madhya-pradesh
harda district,2183160,madhya-pradesh
burhanpur district,2800782,madhya-pradesh
damoh district,2386399,madhya-pradesh
bhopal district,185588829,madhya-pradesh
jhabua district,1902514,madhya-pradesh
dhar district,11567048,madhya-pradesh
guna district,5462521,madhya-pradesh
east nimar district,4998662,madhya-pradesh
chhindwara district,8962440,madhya-pradesh
umaria district,1751405,madhya-pradesh
mandla district,2320430,madhya-pradesh
indore district,94002709,madhya-pradesh
shahdol district,4313966,madhya-pradesh
ratlam district,6580216,madhya-pradesh
panna district,1940092,madhya-pradesh
chhatarpur district,4407881,madhya-pradesh
morena district,5260254,madhya-pradesh
alirajpur district,767087,madhya-pradesh
sehore district,8802203,madhya-pradesh
rajgarh district,7547865,madhya-pradesh
khargone district,7193518,madhya-pradesh
satna district,7465749,madhya-pradesh
narsinghpur district,3985624,madhya-pradesh
jabalpur district,17564654,madhya-pradesh
hoshangabad district,5773164,madhya-pradesh
vidisha district,5548689,madhya-pradesh
balaghat district,6805252,madhya-pradesh
singrauli district,6267855,madhya-pradesh
betul district,5583345,madhya-pradesh
sidhi district,3032968,madhya-pradesh
datia district,1934190,madhya-pradesh
dewas district,10823857,madhya-pradesh
sheopur district,1331410,madhya-pradesh
neemuch district,3695990,madhya-pradesh
raisen district,6941557,madhya-pradesh
mandsaur district,6193098,madhya-pradesh
barwani district,3479332,madhya-pradesh
katni district,3880008,madhya-pradesh
dindori district,1181160,madhya-pradesh
shivpuri district,5133457,madhya-pradesh
gwalior district,19510123,madhya-pradesh
anuppur district,2537098,madhya-pradesh
agar malwa district,2657396,madhya-pradesh
ashoknagar district,2594364,madhya-pradesh
sagar district,8201733,madhya-pradesh
niwari district,914896,madhya-pradesh
rewa district,8837903,madhya-pradesh
shajapur district,5487202,madhya-pradesh
ujjain district,14059587,madhya-pradesh
bhind district,3676981,madhya-pradesh
tikamgarh district,2630402,madhya-pradesh
seoni district,4334474,madhya-pradesh
harda district,2013493,madhya-pradesh
burhanpur district,2692224,madhya-pradesh
damoh district,2456188,madhya-pradesh
bhopal district,156507125,madhya-pradesh
jhabua district,2007872,madhya-pradesh
dhar district,12392412,madhya-pradesh
guna district,5710607,madhya-pradesh
east nimar district,4997320,madhya-pradesh
chhindwara district,169367916,madhya-pradesh
umaria district,1635430,madhya-pradesh
mandla district,2093752,madhya-pradesh
indore district,140075797,madhya-pradesh
shahdol district,4233669,madhya-pradesh
ratlam district,6776803,madhya-pradesh
panna district,1937883,madhya-pradesh
chhatarpur district,4726623,madhya-pradesh
morena district,6018009,madhya-pradesh
alirajpur district,961033,madhya-pradesh
sehore district,9468901,madhya-pradesh
rajgarh district,8258651,madhya-pradesh
khargone district,7835996,madhya-pradesh
satna district,8834193,madhya-pradesh
narsinghpur district,4307879,madhya-pradesh
jabalpur district,17383664,madhya-pradesh
hoshangabad district,6954459,madhya-pradesh
vidisha district,6070752,madhya-pradesh
balaghat district,8076760,madhya-pradesh
singrauli district,7130043,madhya-pradesh
betul district,7428219,madhya-pradesh
sidhi district,3677764,madhya-pradesh
datia district,2235254,madhya-pradesh
dewas district,11710945,madhya-pradesh
sheopur district,1791741,madhya-pradesh
neemuch district,4114307,madhya-pradesh
raisen district,7434383,madhya-pradesh
mandsaur district,6753322,madhya-pradesh
barwani district,3994550,madhya-pradesh
katni district,4530405,madhya-pradesh
dindori district,1464948,madhya-pradesh
shivpuri district,5548238,madhya-pradesh
gwalior district,21340912,madhya-pradesh
anuppur district,2827704,madhya-pradesh
agar malwa district,3109971,madhya-pradesh
ashoknagar district,2556356,madhya-pradesh
sagar district,8824474,madhya-pradesh
niwari district,1048567,madhya-pradesh
rewa district,9898698,madhya-pradesh
shajapur district,5422596,madhya-pradesh
ujjain district,16707523,madhya-pradesh
bhind district,4262493,madhya-pradesh
tikamgarh district,3096926,madhya-pradesh
seoni district,5464198,madhya-pradesh
harda district,2367397,madhya-pradesh
burhanpur district,3094726,madhya-pradesh
damoh district,4223870,madhya-pradesh
bhopal district,190199488,madhya-pradesh
jhabua district,2469392,madhya-pradesh
dhar district,13287245,madhya-pradesh
guna district,6163569,madhya-pradesh
east nimar district,5770316,madhya-pradesh
chhindwara district,245710341,madhya-pradesh
umaria district,1954168,madhya-pradesh
mandla district,2538024,madhya-pradesh
indore district,158576063,madhya-pradesh
shahdol district,10700938,madhya-pradesh
ratlam district,7498598,madhya-pradesh
panna district,2209465,madhya-pradesh
chhatarpur district,5519834,madhya-pradesh
jalgaon district,332668,maharashtra
latur district,259016,maharashtra
thane district,1243518,maharashtra
bhandara district,94217,maharashtra
nandurbar district,60163,maharashtra
chandrapur district,142067,maharashtra
kolhapur district,351519,maharashtra
solapur district,451438,maharashtra
mumbai district,2671029,maharashtra
sindhudurg district,37285,maharashtra
dhule district,139376,maharashtra
wardha district,111564,maharashtra
parbhani district,126868,maharashtra
mumbai suburban district,1444587,maharashtra
hingoli district,70314,maharashtra
ratnagiri district,57950,maharashtra
nanded district,221472,maharashtra
osmanabad district,129616,maharashtra
nagpur district,592456,maharashtra
buldhana district,211789,maharashtra
nashik district,669259,maharashtra
akola district,112541,maharashtra
yavatmal district,120864,maharashtra
aurangabad district,620430,maharashtra
amravati district,219644,maharashtra
washim district,60452,maharashtra
sangli district,231021,maharashtra
gadchiroli district,50072,maharashtra
raigad district,310127,maharashtra
palghar district,316766,maharashtra
jalna district,154861,maharashtra
gondia district,96798,maharashtra
ahmednagar district,438972,maharashtra
pune district,3842929,maharashtra
beed district,146374,maharashtra
satara district,247012,maharashtra
jalgaon district,456493,maharashtra
latur district,348856,maharashtra
thane district,1773084,maharashtra
bhandara district,142191,maharashtra
nandurbar district,81758,maharashtra
chandrapur district,218475,maharashtra
kolhapur district,459551,maharashtra
solapur district,657732,maharashtra
mumbai district,3277612,maharashtra
sindhudurg district,59117,maharashtra
dhule district,193300,maharashtra
wardha district,153356,maharashtra
parbhani district,165911,maharashtra
mumbai suburban district,2055232,maharashtra
hingoli district,99174,maharashtra
ratnagiri district,88067,maharashtra
nanded district,301594,maharashtra
osmanabad district,180136,maharashtra
nagpur district,792349,maharashtra
buldhana district,289553,maharashtra
nashik district,956098,maharashtra
akola district,150414,maharashtra
yavatmal district,175489,maharashtra
aurangabad district,789032,maharashtra
amravati district,296011,maharashtra
washim district,88839,maharashtra
sangli district,317849,maharashtra
gadchiroli district,78306,maharashtra
raigad district,469802,maharashtra
palghar district,467130,maharashtra
jalna district,204649,maharashtra
gondia district,148668,maharashtra
ahmednagar district,616058,maharashtra
pune district,5162876,maharashtra
beed district,213528,maharashtra
satara district,357450,maharashtra
jalgaon district,595180,maharashtra
latur district,420545,maharashtra
thane district,2611297,maharashtra
bhandara district,175526,maharashtra
nandurbar district,108557,maharashtra
chandrapur district,285271,maharashtra
kolhapur district,639398,maharashtra
solapur district,957281,maharashtra
mumbai district,4090811,maharashtra
sindhudurg district,76130,maharashtra
dhule district,245060,maharashtra
wardha district,208207,maharashtra
parbhani district,204284,maharashtra
mumbai suburban district,3049903,maharashtra
hingoli district,128836,maharashtra
ratnagiri district,129543,maharashtra
nanded district,407264,maharashtra
osmanabad district,240387,maharashtra
nagpur district,1215989,maharashtra
buldhana district,382228,maharashtra
nashik district,1321016,maharashtra
akola district,186781,maharashtra
yavatmal district,229128,maharashtra
aurangabad district,1171650,maharashtra
amravati district,369988,maharashtra
washim district,110307,maharashtra
sangli district,427506,maharashtra
gadchiroli district,109208,maharashtra
raigad district,717318,maharashtra
palghar district,715144,maharashtra
jalna district,279281,maharashtra
gondia district,188257,maharashtra
ahmednagar district,842685,maharashtra
pune district,7890491,maharashtra
beed district,297477,maharashtra
satara district,510604,maharashtra
jalgaon district,879950,maharashtra
latur district,628803,maharashtra
thane district,4198385,maharashtra
bhandara district,245846,maharashtra
nandurbar district,157820,maharashtra
chandrapur district,382372,maharashtra
kolhapur district,913594,maharashtra
solapur district,1266285,maharashtra
mumbai district,6060284,maharashtra
sindhudurg district,114717,maharashtra
dhule district,368312,maharashtra
wardha district,280783,maharashtra
parbhani district,308504,maharashtra
mumbai suburban district,4635750,maharashtra
hingoli district,176257,maharashtra
ratnagiri district,183226,maharashtra
nanded district,587651,maharashtra
osmanabad district,361661,maharashtra
nagpur district,1884842,maharashtra
buldhana district,548395,maharashtra
nashik district,1881354,maharashtra
akola district,291472,maharashtra
yavatmal district,328480,maharashtra
aurangabad district,1685901,maharashtra
amravati district,546615,maharashtra
washim district,162834,maharashtra
sangli district,585846,maharashtra
gadchiroli district,155411,maharashtra
raigad district,1080514,maharashtra
palghar district,1088141,maharashtra
jalna district,389658,maharashtra
gondia district,254253,maharashtra
ahmednagar district,1226980,maharashtra
pune district,11075153,maharashtra
beed district,437218,maharashtra
satara district,716956,maharashtra
jalgaon district,1166142,maharashtra
latur district,814951,maharashtra
thane district,6590587,maharashtra
bhandara district,328528,maharashtra
nandurbar district,206076,maharashtra
chandrapur district,509133,maharashtra
kolhapur district,1373093,maharashtra
solapur district,1711532,maharashtra
mumbai district,8672352,maharashtra
sindhudurg district,159703,maharashtra
dhule district,481989,maharashtra
wardha district,406198,maharashtra
parbhani district,406124,maharashtra
mumbai suburban district,6743762,maharashtra
hingoli district,223427,maharashtra
ratnagiri district,258764,maharashtra
nanded district,817852,maharashtra
osmanabad district,465021,maharashtra
nagpur district,3417783,maharashtra
buldhana district,749376,maharashtra
nashik district,2967544,maharashtra
akola district,401169,maharashtra
yavatmal district,423865,maharashtra
aurangabad district,2792378,maharashtra
amravati district,891044,maharashtra
washim district,223071,maharashtra
sangli district,817265,maharashtra
gadchiroli district,188507,maharashtra
raigad district,1659791,maharashtra
palghar district,1719894,maharashtra
jalna district,540378,maharashtra
gondia district,318147,maharashtra
ahmednagar district,1729326,maharashtra
pune district,23360634,maharashtra
beed district,559625,maharashtra
satara district,984038,maharashtra
jalgaon district,1123667,maharashtra
latur district,821241,maharashtra
thane district,7530876,maharashtra
bhandara district,329931,maharashtra
nandurbar district,204845,maharashtra
chandrapur district,505590,maharashtra
kolhapur district,1253641,maharashtra
solapur district,1820589,maharashtra
mumbai district,9050682,maharashtra
sindhudurg district,168005,maharashtra
dhule district,484195,maharashtra
wardha district,403626,maharashtra
parbhani district,410613,maharashtra
mumbai suburban district,7064507,maharashtra
hingoli district,217343,maharashtra
ratnagiri district,278354,maharashtra
nanded district,808316,maharashtra
osmanabad district,514655,maharashtra
nagpur district,4188658,maharashtra
buldhana district,741166,maharashtra
nashik district,3923883,maharashtra
akola district,400952,maharashtra
yavatmal district,438803,maharashtra
aurangabad district,3396197,maharashtra
amravati district,1157518,maharashtra
washim district,226637,maharashtra
sangli district,802674,maharashtra
gadchiroli district,208387,maharashtra
raigad district,1818926,maharashtra
palghar district,1781149,maharashtra
jalna district,531441,maharashtra
gondia district,302812,maharashtra
ahmednagar district,1790440,maharashtra
pune district,44795652,maharashtra
beed district,608584,maharashtra
satara district,1045298,maharashtra
jalgaon district,1539403,maharashtra
latur district,1113069,maharashtra
thane district,11231012,maharashtra
bhandara district,431793,maharashtra
nandurbar district,277232,maharashtra
chandrapur district,687068,maharashtra
kolhapur district,1767210,maharashtra
solapur district,2841225,maharashtra
mumbai district,10401047,maharashtra
sindhudurg district,211699,maharashtra
dhule district,653540,maharashtra
wardha district,537284,maharashtra
parbhani district,568673,maharashtra
mumbai suburban district,10319061,maharashtra
hingoli district,299371,maharashtra
ratnagiri district,366958,maharashtra
nanded district,1095647,maharashtra
osmanabad district,719297,maharashtra
nagpur district,6165553,maharashtra
buldhana district,960929,maharashtra
nashik district,7028066,maharashtra
akola district,545110,maharashtra
yavatmal district,597079,maharashtra
aurangabad district,5823390,maharashtra
amravati district,1801245,maharashtra
washim district,302180,maharashtra
sangli district,1106146,maharashtra
gadchiroli district,278888,maharashtra
raigad district,2748252,maharashtra
palghar district,2699901,maharashtra
jalna district,855316,maharashtra
gondia district,397041,maharashtra
ahmednagar district,2826165,maharashtra
pune district,67093416,maharashtra
beed district,855427,maharashtra
satara district,1590888,maharashtra
jalgaon district,2235555,maharashtra
latur district,1574163,maharashtra
thane district,13830713,maharashtra
bhandara district,556898,maharashtra
nandurbar district,384764,maharashtra
chandrapur district,909203,maharashtra
kolhapur district,2441776,maharashtra
solapur district,3759589,maharashtra
mumbai district,14329105,maharashtra
sindhudurg district,254829,maharashtra
dhule district,960516,maharashtra
wardha district,660720,maharashtra
parbhani district,798141,maharashtra
mumbai suburban district,12837253,maharashtra
hingoli district,400633,maharashtra
ratnagiri district,446975,maharashtra
nanded district,1570164,maharashtra
osmanabad district,1031345,maharashtra
nagpur district,8223885,maharashtra
buldhana district,1362337,maharashtra
nashik district,10054198,maharashtra
akola district,790624,maharashtra
yavatmal district,814563,maharashtra
aurangabad district,8161133,maharashtra
amravati district,2436587,maharashtra
washim district,485744,maharashtra
sangli district,1588563,maharashtra
gadchiroli district,351716,maharashtra
raigad district,3562595,maharashtra
palghar district,3271051,maharashtra
jalna district,1196313,maharashtra
gondia district,514670,maharashtra
ahmednagar district,4236391,maharashtra
pune district,91666565,maharashtra
beed district,1213228,maharashtra
satara district,2348115,maharashtra
jalgaon district,2925407,maharashtra
latur district,2119578,maharashtra
thane district,15699451,maharashtra
bhandara district,687372,maharashtra
nandurbar district,509151,maharashtra
chandrapur district,1186408,maharashtra
kolhapur district,3119430,maharashtra
solapur district,4939298,maharashtra
mumbai district,4716907,maharashtra
sindhudurg district,322511,maharashtra
dhule district,1264091,maharashtra
wardha district,806699,maharashtra
parbhani district,1045807,maharashtra
mumbai suburban district,23598054,maharashtra
hingoli district,519908,maharashtra
ratnagiri district,588589,maharashtra
nanded district,2043375,maharashtra
osmanabad district,1418537,maharashtra
nagpur district,10765004,maharashtra
buldhana district,1755077,maharashtra
nashik district,12019521,maharashtra
akola district,964703,maharashtra
yavatmal district,1062147,maharashtra
aurangabad district,9438690,maharashtra
amravati district,2854580,maharashtra
washim district,2080496,maharashtra
sangli district,2093409,maharashtra
gadchiroli district,414941,maharashtra
raigad district,4244606,maharashtra
palghar district,3821386,maharashtra
jalna district,1554254,maharashtra
gondia district,617809,maharashtra
ahmednagar district,5518308,maharashtra
pune district,107497963,maharashtra
beed district,1616755,maharashtra
satara district,3113859,maharashtra
jalgaon district,3727977,maharashtra
latur district,2772910,maharashtra
thane district,12230364,maharashtra
bhandara district,890538,maharashtra
nandurbar district,766368,maharashtra
chandrapur district,1514383,maharashtra
kolhapur district,3390905,maharashtra
solapur district,6271738,maharashtra
mumbai district,2837817,maharashtra
sindhudurg district,452629,maharashtra
dhule district,1706807,maharashtra
wardha district,968066,maharashtra
parbhani district,1460967,maharashtra
mumbai suburban district,14673823,maharashtra
hingoli district,775498,maharashtra
ratnagiri district,834955,maharashtra
nanded district,2592680,maharashtra
osmanabad district,2058303,maharashtra
nagpur district,8581175,maharashtra
buldhana district,2419215,maharashtra
nashik district,11893531,maharashtra
akola district,1207755,maharashtra
yavatmal district,1483416,maharashtra
aurangabad district,7820545,maharashtra
amravati district,2868272,maharashtra
washim district,2533987,maharashtra
sangli district,2593679,maharashtra
gadchiroli district,574657,maharashtra
raigad district,4056198,maharashtra
palghar district,4237438,maharashtra
jalna district,2008102,maharashtra
gondia district,805107,maharashtra
ahmednagar district,6617740,maharashtra
pune district,58840981,maharashtra
beed district,2593890,maharashtra
satara district,3728345,maharashtra
jalgaon district,4687954,maharashtra
latur district,3309492,maharashtra
thane district,16568232,maharashtra
bhandara district,1083453,maharashtra
nandurbar district,910384,maharashtra
chandrapur district,1910883,maharashtra
kolhapur district,4272945,maharashtra
solapur district,8375851,maharashtra
mumbai district,3740959,maharashtra
sindhudurg district,521528,maharashtra
dhule district,2146455,maharashtra
wardha district,1171546,maharashtra
